latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-20.732,139.474,307.7,1.5,1.2,2021-03-06,1620,A,72,6.0NRT,295.3,13.5,N
-20.734,139.489,305.9,1.5,1.2,2021-03-06,1620,A,66,6.0NRT,293.5,11.2,N
-20.812,139.857,305.4,1.6,1.3,2021-03-06,1620,A,47,6.0NRT,294.8,9.6,N
-20.822,139.84,332.1,1.6,1.3,2021-03-06,1620,A,100,6.0NRT,296.2,61.3,N
-20.823,139.855,308.9,1.6,1.3,2021-03-06,1620,A,73,6.0NRT,295.9,14.3,N
-43.432,172.073,337.4,1,1,2021-03-06,2235,T,90,6.0NRT,295.1,39.7,D
-43.665,171.825,333.1,1,1,2021-03-06,2235,T,88,6.0NRT,295.3,32.4,D
-43.667,171.838,347.2,1,1,2021-03-06,2235,T,95,6.0NRT,295.9,57.1,D
-43.674,171.823,349.2,1,1,2021-03-06,2235,T,96,6.0NRT,296.5,60.6,D
-43.676,171.836,359.9,1,1,2021-03-06,2235,T,99,6.0NRT,296.1,87.2,D
-43.732,171.968,312.1,1,1,2021-03-06,2235,T,72,6.0NRT,291.1,9.6,D
-43.761,171.928,394.9,1,1,2021-03-06,2235,T,100,6.0NRT,297.6,233.8,D
-43.861,171.844,306.1,1,1,2021-03-06,2235,T,55,6.0NRT,294.5,5.1,D
-43.99,171.912,337.3,1,1,2021-03-06,2235,T,65,6.0NRT,292.7,39.2,D
-44.397,171.052,305.9,1,1,2021-03-06,2235,T,55,6.0NRT,293.8,4.1,D
-44.399,171.065,367.1,1,1,2021-03-06,2235,T,100,6.0NRT,296.9,106.2,D
-16.782,178.576,315.3,1,1,2021-03-06,2225,T,63,6.0NRT,296.5,7.5,D
-27.24,148.447,328,1.1,1,2021-03-07,0010,T,72,6.0NRT,307.6,13.1,D
-27.25,148.446,326.1,1.1,1,2021-03-07,0010,T,68,6.0NRT,307.3,11.7,D
-30.462,148.623,323.3,1,1,2021-03-07,0010,T,49,6.0NRT,306,8.1,D
-30.471,148.621,323.5,1,1,2021-03-07,0010,T,32,6.0NRT,305.6,8.3,D
-30.483,148.64,326.4,1,1,2021-03-07,0010,T,54,6.0NRT,305.8,11,D
-30.49,148.632,328.6,1,1,2021-03-07,0010,T,77,6.0NRT,306.1,16,D
-30.491,148.643,327.2,1,1,2021-03-07,0010,T,76,6.0NRT,305.7,14.2,D
-37.766,147.141,309.9,1,1,2021-03-07,0010,T,57,6.0NRT,292.3,7.6,D
-37.768,147.152,308.3,1,1,2021-03-07,0010,T,44,6.0NRT,292.6,6.6,D
-37.775,147.139,313.1,1,1,2021-03-07,0010,T,73,6.0NRT,292,10,D
-37.777,147.15,308.8,1,1,2021-03-07,0010,T,59,6.0NRT,292.1,7,D
-41.573,147.98,317.5,1,1,2021-03-07,0010,T,68,6.0NRT,292.6,15.1,D
-43.714,171.924,343.2,1.1,1,2021-03-07,0245,A,93,6.0NRT,294.6,52.5,D
-43.716,171.911,327.2,1.1,1,2021-03-07,0245,A,84,6.0NRT,292.1,25.6,D
-43.705,171.921,360.3,1.1,1,2021-03-07,0245,A,100,6.0NRT,287.9,95.8,D
-43.707,171.908,348.6,1.1,1,2021-03-07,0245,A,95,6.0NRT,280.4,64.4,D
-25.907,152.936,311.8,4.6,2,2021-03-07,0250,A,51,6.0NRT,291.9,65.5,D
-25.907,152.928,313.8,4.6,2,2021-03-07,0250,A,59,6.0NRT,292,79.8,D
-43.075,146.847,318.2,1.1,1,2021-03-07,0425,A,78,6.0NRT,283.9,18.4,D
-43.077,146.834,305.5,1.1,1,2021-03-07,0425,A,61,6.0NRT,283.8,8,D
-43.09,146.756,386.1,1.1,1,2021-03-07,0425,A,100,6.0NRT,287.8,196.4,D
-43.092,146.744,350.9,1.1,1,2021-03-07,0425,A,96,6.0NRT,285.5,70.4,D
-43.081,146.753,392.8,1.1,1,2021-03-07,0425,A,100,6.0NRT,287.8,231.9,D
-43.083,146.741,406.1,1.1,1,2021-03-07,0425,A,100,6.0NRT,294.8,317.4,D
-43.073,146.738,300.1,1.1,1,2021-03-07,0425,A,13,6.0NRT,280.7,4.4,D
-42.735,146.749,342,1.1,1,2021-03-07,0425,A,93,6.0NRT,276.7,52.6,D
-42.737,146.736,315.8,1.1,1,2021-03-07,0425,A,31,6.0NRT,273.7,16.6,D
-42.731,146.742,387.4,1.1,1,2021-03-07,0425,A,100,6.0NRT,285.6,207,D
-42.733,146.729,301.7,1.1,1,2021-03-07,0425,A,31,6.0NRT,272.6,6.9,D
-42.72,146.752,372.1,1.1,1,2021-03-07,0425,A,94,6.0NRT,276.2,137.5,D
-42.722,146.739,385.8,1.1,1,2021-03-07,0425,A,100,6.0NRT,282.5,198.5,D
-37.787,147.146,309.6,1.3,1.1,2021-03-07,0425,A,41,6.0NRT,288.5,9.6,D
-37.777,147.143,325.5,1.3,1.1,2021-03-07,0425,A,83,6.0NRT,288.9,31.3,D
-37.102,148.857,315,1.6,1.3,2021-03-07,0425,A,31,6.0NRT,276.2,24.5,D
-37.106,148.838,323,1.6,1.3,2021-03-07,0425,A,73,6.0NRT,273.1,39.6,D
-37.091,148.853,322.9,1.6,1.3,2021-03-07,0425,A,72,6.0NRT,275.8,37.9,D
-37.076,148.868,345.4,1.6,1.3,2021-03-07,0425,A,92,6.0NRT,277.7,100.3,D
-37.08,148.849,329.3,1.6,1.3,2021-03-07,0425,A,57,6.0NRT,275.3,49.1,D
-31.511,147.043,392,1.7,1.3,2021-03-07,0430,A,100,6.0NRT,305.2,415.3,D
-29.838,148.661,328.7,2.3,1.5,2021-03-07,0430,A,40,6.0NRT,305.8,37.9,D
-15.762,127.985,318.1,3.6,1.8,2021-03-07,0435,A,41,6.0NRT,293.4,37.7,D
-15.746,127.983,320.1,3.6,1.8,2021-03-07,0435,A,39,6.0NRT,293.1,45.2,D
-15.711,128.011,329.7,3.6,1.8,2021-03-07,0435,A,80,6.0NRT,293,112.1,D
-15.714,127.979,322.8,3.6,1.8,2021-03-07,0435,A,64,6.0NRT,293,60.7,D
-15.754,127.978,322.3,3.6,1.8,2021-03-07,0435,A,71,6.0NRT,293.5,61.1,D
-15.718,128.006,335.2,3.6,1.8,2021-03-07,0435,A,85,6.0NRT,293.5,160.6,D
-15.702,128.003,317.8,3.6,1.8,2021-03-07,0435,A,61,6.0NRT,292.6,35.3,D
-28.27,115.121,331.1,1,1,2021-03-07,0610,A,64,6.0NRT,314.5,7,D
-17.058,123.88,317.3,4.5,2,2021-03-07,0610,A,0,6.0NRT,296.2,53.5,D
-16.783,178.576,307.9,1,1,2021-03-07,1040,T,73,6.0NRT,292.6,6.6,N
-16.785,178.567,304.5,1,1,2021-03-07,1040,T,61,6.0NRT,292.4,4.4,N
